#,Author,Total Poems,Live,Verse Daily,Poetry Daily,RALP,Slowdown
3448,Luisa Muradyan,4,,2,2,,
3449,Daryl Muranaka,1,,1,,,
3450,Elisabeth Murawski,5,,3,,,2
3451,John Murillo,1,,,,,1
3452,Emily Murman,1,,1,,,
3453,Dan Murphy,1,,,1,,
3454,Erin Murphy,4,,4,,,
3455,John Murphy,1,,1,,,
3456,Miguel Murphy,1,,1,,,
3457,Patricia Colleen Murphy,1,,1,,,
3458,Peter E. Murphy,1,,1,,,
3459,Sarah Murphy,1,,1,,,
3460,Sheila E. Murphy,1,,1,,,
3461,Christopher Brean Murray,1,,,1,,
3462,Joan Murray,2,,2,,,
3463,Les Murray,3,,1,1,,1
3464,Pauli Murray,2,,,,,2
3465,Stephen Murray,1,,1,,,
3466,Matthew Murrey,1,,1,,,
3467,Jane Muschenetz,1,,1,,,
3468,Carol Muske-Dukes,3,,2,,,1
3469,Kristine Ong Muslim,2,,2,,,
3470,Alicia Rebecca Myers,1,,1,,,
3471,Benjamin Myers,1,,1,,,
3472,Danika Paige Myers,1,,,1,,
3473,Jack Myers,1,,1,,,
3474,Jason Myers,1,,1,,,
3475,Robin Myers,1,,,1,,
3476,Eileen Myles,2,,,1,1,
3477,Vladimir Nabokov,1,,,,1,
3478,Amanda Nadelberg,2,,2,,,
3479,Nawal Nader-French,1,,,1,,
3480,Angel Nafis,3,,,,1,2
3481,Minako Nagashima,1,,,,1,
3482,Evan Nagle,1,,1,,,
3483,Hannah Lee Nahar,1,,1,,,
3484,Noor Ibn Najam,1,,1,,,
3485,James Najarian,1,,1,,,
3486,Sawako Nakayasu,1,,,1,,
3487,Nali,1,,,1,,
3488,Paula Reed Nancarrow,1,,1,,,
3489,Vi Khi Nao,1,,,,,1
3490,Katrina Naomi,1,,1,,,
3491,Nick Narbutas,1,,1,,,
3492,Bryan Narendorf,1,,1,,,
3493,Jeevan Anthony Narney,1,,1,,,
3494,tatiana nascimento,1,,,1,,
3495,Patty Nash,1,,,1,,
3496,Emily Nason,1,,1,,,
3497,Jesse Nathan,1,,,1,,
3498,Katie Naughton,1,,,1,,
3499,Sham-e-Ali Nayeem,1,,,,,1
3500,Lo Naylor,1,,,,,1
3501,Sophia Naz,1,,,1,,
3502,Uche Nduka,1,,,1,,
3503,Jay Nebel,1,,1,,,
3504,Behçet Necatigil,1,,,1,,
3505,Mark Neely,2,,2,,,
3506,Samira Negrouche,1,,,1,,
3507,Shane Neilson,1,,1,,,
3508,Eric Nelson,1,,1,,,
3509,Jennifer Nelson,1,,,1,,
3510,Kathy Nelson,1,,1,,,
3511,Kelly Nelson,1,,1,,,
3512,Maggie Nelson,2,,2,,,
3513,Marilyn Nelson,3,,1,,,2
3514,Muriel Nelson,3,,3,,,
3515,Patricia Nelson,1,,1,,,
3516,Rachel Nelson,1,,1,,,
3517,Sierra Nelson,1,,1,,,
3518,Julia Nemirovskaya,1,,,1,,
3519,Mark Nepo,1,,,,1,
3520,Pablo Neruda,13,,4,,8,1
3521,Gérard de Nerval,1,,,1,,
3522,Daniel Nester,1,,1,,,
3523,Karen Neuberg,1,,1,,,
3524,Laura Neuman,1,,1,,,
3525,Bill Neumire,2,,2,,,
3526,Chantal Neveu,1,,,1,,
3527,Susannah Nevison,2,,2,,,
3528,Caroline Harper New,1,,,1,,
3529,Laura Newbern,3,,2,1,,
3530,Marcelle Newbold,1,,1,,,
3531,Michele Newcomb,1,,1,,,
3532,Amanda Newell,1,,1,,,
3533,Amy Newman,1,,1,,,
3534,Anna Newman,1,,,1,,
3535,Daniel Newman,1,,1,,,
3536,Gail Newman,1,,1,,,
3537,Lesléa Newman,1,,1,,,
3538,Richard Newman,3,,3,,,
3539,Aimee Nezhukumatathil,9,,3,1,2,3
3540,Diana Khoi Nguyen,2,,1,1,,
3541,Hieu Minh Nguyen,3,,,,1,2
3542,Hoa Nguyen,3,,1,2,,
3543,Joshua Nguyen,1,,,,,1
3544,Susan Nguyen,2,,1,,,1
3545,Thomas V. Nguyen,1,,1,,,
3546,Vaan Nguyen,1,,,1,,
3547,Jae Nichelle,2,,1,,,1
3548,Megan Nichols,2,,,1,1,
3549,Mel Nichols,1,,,1,,
3550,Travis Nichols,1,,1,,,
3551,Sara Nicholson,1,,,1,,
3552,Sheila Nickerson,1,,1,,,
3553,Leah Nieboer,1,,,1,,
3554,Lorine Niedecker,1,,,,,1
3555,Carsten René Nielsen,1,,1,,,
3556,Valerie Nieman,2,,2,,,
3557,Matthew Nienow,2,,2,,,
3558,John A. Nieves,16,,16,,,
3559,Stacy R. Nigliazzo,1,,1,,,
3560,Stephanie Niu,8,,2,4,,2
3561,Nkosi Nkululeko,2,,,,,2
3562,Christine No,1,,1,,,
3563,Tiana Nobile,3,,,1,,2
3564,Katherine Noble,1,,1,,,
3565,Edward Nobles,1,,1,,,
3566,Marti Noel,1,,1,,,
3567,Caleb Nolen,1,,1,,,
3568,Brianna Noll,4,,4,,,
3569,T.A. Noonan,1,,1,,,
3570,Sarah Rose Nordgren,5,,4,,,1
3571,Jean Nordhaus,3,,2,,1,
3572,Chessy Normile,2,,1,1,,
3573,Kate Northrop,6,,5,1,,
3574,Camille Norton,1,,1,,,
3575,Alice Notley,3,,1,1,,1
3576,Yehoshua November,2,,2,,,
3577,Sara Nović,1,,,1,,
3578,Kate Nuernberger,2,,2,,,
3579,Kathryn Nuernberger,1,,1,,,
3580,Alleliah Nuguid,1,,,,,1
3581,Jenn Marie Nunes,1,,1,,,
3582,Paula Ilabaca Núñez,1,,,1,,
3583,D. Nurkse,13,,11,1,1,
3584,D. Nurske,1,,1,,,
3585,Mia Nussbaum,1,,1,,,
3586,Geoffrey Nutter,2,,1,1,,
3587,Naomi Shihab Nye,24,,2,1,15,6
3588,Marsha de la O,2,,1,,,1
3589,Kaya Oakes,1,,1,,,
3590,Greg Oaks,1,,,1,,
3591,Duy Đoàn,1,,,1,,
3592,Joyce Carol Oates,1,,1,,,
3593,Jeanne Obbard,1,,,1,,
3594,Miller Oberman,3,,1,1,,1
3595,Colleen O'Brien,1,,1,,,
3596,Dan O'Brien,1,,1,,,
3597,Elizabeth O'Brien,1,,1,,,
3598,Sarah O'Brien,1,,1,,,
3599,Tares Oburumu,1,,,1,,
3600,Ruth O'Callaghan,1,,1,,,
3601,Iván Palacios Ocaña,1,,,1,,
3602,Ed Ochester,1,,1,,,
3603,Annmarie OConnell,1,,1,,,
3604,David O'Connell,1,,1,,,
3605,Deirdre O'Connor,1,,1,,,
3606,Kimberly O'Connor,1,,1,,,
3607,Stephen O'Connor,1,,1,,,
3608,C. L. O'Dell,1,,,1,,
3609,Angela Alaimo O'Donnell,1,,1,,,
3610,Nicole Stellon O'Donnell,1,,1,,,
3611,Dennis O'Driscoll,1,,1,,,
3612,Edward O'Dwyer,1,,1,,,
3613,Laurence O'Dwyer,1,,1,,,
3614,Carrie Oeding,2,,2,,,
3615,Ifeanyi Ogbo,2,,,,2,
3616,Rosanna Young Oh,3,,1,,,2
3617,Frank O'Hara,8,,,,7,1
3618,Carrie Ayagaduk Ojanen,1,,,1,,
3619,Gabriel Ojeda-Sagué,2,,,2,,
3620,Cindy Juyoung Ok,5,,,3,,2
3621,Cynthia Dewi Oka,2,,,2,,
3622,Robert Okaji,3,,3,,,
3623,Ugochukwu Okpara,1,,,,1,
3624,dg nanouk okpik,3,,,2,,1
3625,John Okrent,1,,1,,,
3626,Yves Olade,1,,,,1,
3627,Natasha Oladokun,2,,,,,2
3628,Oluwaseun Olayiwola,2,,,2,,
3629,Sharon Olds,9,,1,,5,3
3630,Lena Oleanderson,1,,,,1,
3631,Jeni Olin,1,,1,,,
3632,Sharon Olinka,1,,1,,,
3633,Sara Lupita Olivares,3,,2,1,,
3634,José Olivarez,6,,,2,2,2
3635,Alexandra Oliver,2,,1,,,1
3636,Carolyn Oliver,2,,,2,,
3637,Mary Oliver,32,,2,1,29,
3638,Ursula Andkjær Olsen,1,,,1,,
3639,William Olsen,2,,2,,,
3640,Christina Olson,4,,3,1,,
3641,Sharon Olson,1,,1,,,
3642,Tanya Olson,3,,3,,,
3643,Eva Kristina Olsson,1,,,1,,
3644,Lisa Olstein,5,,3,1,,1
3645,Carol Guess & Daniela Olszewska,1,,1,,,
3646,Daniela Olszewska,2,,2,,,
3647,Matthew Olzmann,6,,,1,2,3
3648,Regina O'Melveny,2,,2,,,
3649,Khải Đơn,1,,,1,,
3650,Michael Ondaatje,3,,,,2,1
3651,January Gill O'Neil,8,,4,1,1,2
3652,Emily O'Neill,2,,2,,,
3653,Rüştü Onur,1,,,,,1
3654,Elizabeth Onusko,1,,1,,,
3655,Kwame Opoku-Duku,2,,1,,,1
3656,Meret Oppenheim,1,,,1,,
3657,Amy Orazio,1,,1,,,
3658,Julian Orde,1,,1,,,
3659,Dion O'Reilly,3,,2,,,1
3660,Alexis Orgera,1,,1,,,
3661,Romeo Oriogun,2,,1,1,,
3662,Steven Orlen,1,,,,,1
3663,Dzvinia Orlowsky,1,,1,,,
3664,Meghan O'Rourke,2,,,,,2
3665,David Orr,1,,1,,,
3666,Gregory Orr,4,,1,1,2,
3667,Leila Ortiz,1,,,,,1
3668,Lisa Allen Ortiz,8,,7,1,,
3669,mónica teresa ortiz,1,,,1,,
3670,Al Ortolani,1,,1,,,
3671,Todd Osborne,1,,1,,,
3672,Frank Osen,1,,1,,,
3673,Jill Osier,6,,5,1,,
3674,Olatunde Osinaike,3,,,1,,2
3675,Jena Osman,1,,,1,,
3676,Ladan Osman,1,,,,,1
3677,Nathan Xavier Osorio,4,,2,1,,1
3678,Leah Poole Osowski,3,,2,1,,
3679,Kathleen Ossip,1,,,,,1
3680,April Ossmann,1,,1,,,
3681,Eugene Ostashevsky,1,,,1,,
3682,Alicia Suskin Ostriker,3,,2,,,1
3683,Robert Ostrom,2,,2,,,
3684,Leanne O'Sullivan,2,,1,,1,
3685,Oscar Oswald,1,,,1,,
3686,Michelle Otero,1,,1,,,
3687,Martin Ott,3,,3,,,
3688,Tilsa Otta,2,,,2,,
3689,Pat Williams Owen,1,,1,,,
3690,Sue Owen,1,,1,,,
3691,Wilfred Edward Salter Owen,9,9,,,,
3692,José Felipe Ozuna,1,,,1,,
3693,Judith Pacht,1,,1,,,
3694,Jami Padgett,1,,,1,,
3695,Ron Padgett,2,,1,1,,
3696,Danielle Pafunda,5,,5,,,
3697,Caryl Pagel,3,,3,,,
3698,Nancy Pagh,1,,1,,,
3699,Gianfranco Pagnucci,1,,,,,1
3700,Shin Yu Pai,1,,1,,,
3701,Patty Paine,3,,3,,,
3702,Frank Paino,3,,3,,,
3703,Triin Paja,3,,1,2,,
3704,Mark Pajak,1,,,1,,
3705,Gabriel Palacios,1,,,1,,
3706,Grace Paley,1,,,,,1
3707,H. C. Palmer,1,,1,,,
3708,Michael Palmer,1,,,1,,
3709,Benjamin Paloff,2,,2,,,
3710,Em Palughi,1,,1,,,
3711,Weijia Pan,3,,1,2,,
3712,Hiva Panahi,1,,,1,,
3713,Luis Panini,1,,1,,,
3714,Eric Pankey,6,,6,,,
3715,Daniele Pantano,1,,1,,,
3716,Sarah Pape,1,,,1,,
3717,Jimmy Pappas,1,,1,,,
3718,Gregory Pardlo,2,,,1,,1
3719,Deborah Paredez,1,,1,,,
3720,Susan Paris,1,,1,,,
3721,Suphil Lee Park,7,,6,1,,
3722,Alan Michael Parker,3,,3,,,
3723,Dorothy Parker,3,,,,2,1
3724,Morgan Parker,4,,,1,1,2
3725,Pat Parker,1,,,1,,
3726,Suzanne Parker,1,,1,,,
3727,Tina Parker,1,,1,,,
3728,Cynthia Parker-Ohene,5,,3,2,,
3729,Cecily Parks,5,,1,2,,2
3730,Ian Parks,1,,1,,,
3731,Sandeep Parmar,1,,,1,,
3732,Zan de Parry,1,,,1,,
3733,Kim Ports Parsons,1,,1,,,
3734,Linda Parsons,1,,1,,,
3735,Stephen Derwent Partington,1,,1,,,
3736,Kate Partridge,3,,1,2,,
3737,Giovanni Pascoli,2,,,2,,
3738,Abdulla Pashew,1,,,1,,
3739,Linda Pastan,5,,1,1,3,
3740,Amisha Patel,1,,1,,,
3741,Soham Patel,1,,,1,,
3742,Don Paterson,1,,,1,,
3743,Chus Pato,1,,,1,,
3744,Nome Emeka Patrick,1,,,1,,
3745,Angela Patten,1,,1,,,
3746,Brian Patten,1,,,,1,
3747,Dayna Patterson,2,,2,,,
3748,G. E. Patterson,1,,1,,,
3749,James Conor Patterson,1,,1,,,
3750,Veronica Patterson,1,,1,,,
3751,Allyson Paty,1,,,1,,
3752,Elizabeth Paul,1,,1,,,
3753,Ricardo Pau-Llosa,10,,10,,,
3754,Cesare Pavese,3,,,,3,
3755,Athar C. Pavis,1,,1,,,
3756,Ed Pavlić,3,,1,1,,1
3757,Eleanor Payntor,1,,1,,,
3758,Andrew Payton,1,,1,,,
3759,Octavio Paz,2,,,,2,
3760,Oliver de la Paz,13,,7,2,1,3
3761,Richard Peabody,1,,1,,,
3762,Molly Peacock,1,,1,,,
3763,Megan Peak,2,,1,,,1
3764,Candace Pearson,1,,1,,,
3765,Dustin Pearson,1,,,1,,
3766,Joanna Pearson,1,,1,,,
3767,Nancy K. Pearson,2,,1,,,1
3768,Alexandria Peary,1,,1,,,
3769,Charlie Peck,1,,,1,,
3770,Mary Peelen,1,,1,,,
3771,Kathleen Peirce,1,,1,,,
3772,José Luís Peixoto,1,,,1,,
3773,Nina C. Peláez,1,,1,,,
3774,Alison Pelegrin,5,,5,,,
3775,Ben Pelhan,1,,1,,,
3776,V. Penelope Pelizzon,4,,1,1,,2
3777,Michelle Peñaloza,1,,1,,,
3778,Bryan Penberthy,1,,1,,,
3779,Charlotte Pence,3,,1,,,2
3780,Gary Percesepe,1,,1,,,
3781,Willie Perdomo,1,,,,,1
3782,Peter Pereira,2,,2,,,
3783,Sam Pereira,1,,1,,,
3784,Barbara Perez,1,,1,,,
3785,Bianca Alyssa Pérez,1,,,1,,
3786,Craig Santos Perez,2,,,1,,1
3787,Fernando Pérez,1,,1,,,
3788,Vincente Perez,2,,1,1,,
3789,Lucia Perillo,4,,4,,,
3790,Martheaus Perkins,1,,,1,,
3791,Sarah Perrier,1,,1,,,
3792,Jennifer Perrine,4,,2,1,,1
3793,Alyssa Perry,1,,,1,,
3794,C. E. Perry,1,,1,,,
3795,Nathaniel Perry,4,,1,1,,2
3796,Simone Person,1,,1,,,
3797,Joyce Peseroff,1,,1,,,
3798,Robert Pesich,3,,3,,,
3799,Fernando Pessoa,1,,,1,,
3800,Paulann Petersen,1,,,,,1
3801,Allan Peterson,7,,7,,,
3802,Gus Peterson,1,,1,,,
3803,Jennifer Polson Peterson,1,,,1,,
3804,Jim Peterson,2,,1,1,,
3805,Katie Peterson,4,,1,2,,1
3806,Lee Peterson,2,,1,1,,
3807,Rachel Danielle Peterson,1,,1,,,
3808,Pascale Petit,7,,6,1,,
3809,Petrarch,1,,1,,,
3810,Leanna Petronella,1,,1,,,
3811,Kiki Petrosino,3,,1,,,2
3812,Tony Petrosky,1,,,,,1
3813,Mario Petrucci,1,,1,,,
3814,Emily Pettit,2,,2,,,
3815,Michael Pettit,1,,1,,,
3816,Rhonda Pettit,1,,1,,,
3817,Alice Pettway,5,,5,,,
3818,Roger Pfingston,1,,1,,,
3819,Alixen Pham,1,,,,,1
3820,Hai-Dang Phan,2,,,,,2
3821,Kevin Phan,1,,1,,,
3822,Shaina Phenix,1,,,1,,
3823,Bao Phi,1,,,,,1
3824,Kasey Erin Phifer-Byrne,1,,1,,,
3825,Ann A. Philips,1,,1,,,
3826,Carl Phillips,21,,10,4,3,4
3827,Emilia Phillips,6,,4,2,,
3828,Patrick Phillips,4,,2,1,,1
3829,Robert Phillips,1,,,,1,
3830,Rowan Ricardo Phillips,2,,,2,,
3831,Xan Forest Phillips,1,,,,,1
3832,Xandria Phillips,1,,,1,,
3833,Luc Phinney,1,,1,,,
3834,Jessica Piazza,2,,2,,,
3835,Douglas Piccinnini,2,,1,1,,
3836,Isaac Pickell,1,,,1,,
3837,Therí Alyce Pickens,1,,1,,,
3838,Tommy Pico,1,,,,,1
3839,Patty Dickson Pieczka,5,,5,,,
3840,Danielle Pieratti,1,,1,,,
3841,Catherine Pierce,15,,13,1,,1
3842,Marge Piercy,4,,,,2,2
3843,W. S. Di Piero,1,,1,,,
3844,Rocío Ágreda Piérola,1,,,1,,
3845,Pedro Pietri,1,,,,1,
3846,Kevin Pilkington,2,,2,,,
3847,Sasha Pimentel,1,,,,,1
3848,Maya Pindyck,3,,1,,,2
3849,Irma Pineda,2,,,2,,
3850,Janel Pineda,2,,,,,2
3851,Paul Pines,3,,3,,,
3852,Wang Ping,1,,,,,1
3853,Robert Pinsky,3,,,2,1,
3854,Megan Pinto,2,,1,,,1
3855,Samantha Pious,1,,1,,,
3856,Stephanie Pippin,1,,1,,,
3857,Anne Pitkin,1,,1,,,
3858,Jo Pitkin,1,,1,,,
3859,Lucia Mae Pitts,1,,,,,1
3860,Alejandra Pizarnik,1,,,,,1
3861,Ösel Jessica Plante,1,,1,,,
3862,Sylvia Plath,1,,,,1,
3863,Donald Platt,1,,1,,,
3864,Trevino L. Brings Plenty,2,,,,,2
3865,Hilary Plum,1,,,1,,
3866,Stanley Plumly,2,,,1,,1
3867,Li Po,5,,,1,4,
3868,Kenneth Pobo,1,,1,,,
3869,John Poch,3,,3,,,
3870,Edgar Allan Poe,10,9,,,1,
3871,Stav Poleg,1,,,1,,
3872,Jessica Poli,1,,1,,,
3873,Elizabeth Poliner,1,,1,,,
3874,Frederick Pollack,1,,1,,,
3875,Niina Pollari,1,,,,,1
3876,Iain Haley Pollock,1,,1,,,
3877,Abi Pollokoff,1,,,1,,
3878,Anzhelina Polonskaya,2,,1,1,,
3879,Marsha Pomerantz,1,,1,,,
3880,Catherine Pond,1,,,1,,
3881,Marie Ponsot,4,,,,3,1
3882,Aaron Poochigian,1,,1,,,
3883,Maya C. Popa,4,,2,1,,1
3884,Alexander Pope,1,1,,,,
3885,Alexis Pope,3,,3,,,
3886,Colin Pope,1,,,,,1
3887,Deborah Pope,1,,1,,,
3888,Sofija Popovska,1,,,1,,
3889,Karen Poppy,1,,,,,1
3890,Samodh Porawagamage,2,,1,1,,
3891,Cati Porter,3,,3,,,
3892,Jody Porter,1,,1,,,
3893,Andrew Posner,1,,1,,,
3894,Connie Post,5,,5,,,
3895,Frances Justine Post,1,,1,,,
3896,Tom Postell,2,,1,1,,
3897,Joshua Poteat,1,,1,,,
3898,Andrea Potos,5,,5,,,
3899,Adrian S. Potter,1,,1,,,
3900,Carol Potter,2,,2,,,
3901,Christine Potter,2,,2,,,
3902,Lee Potts,1,,1,,,
3903,Lynne Potts,3,,3,,,
3904,Kyle Potvin,1,,1,,,
3905,Ezra Pound,2,,,,2,
3906,Tom Pow,1,,,1,,
3907,Alison Powell,1,,1,,,
3908,D.A. Powell,2,,2,,,
3909,Elizabeth A.I. Powell,1,,,1,,
3910,Kerry-Lee Powell,1,,1,,,
3911,Kevin Powers,1,,1,,,
3912,Nina Mingya Powles,2,,,1,,1
3913,Adélia Prado,2,,,,,2
3914,Claudia Prado,1,,,1,,
3915,Christy Prahl,1,,,1,,
3916,Irena Praitis,2,,2,,,
3917,David B. Prather,1,,1,,,
3918,Chris Preddle,1,,1,,,
3919,Catherine Esposito Prescott,2,,2,,,
3920,Vivian Faith Prescott,1,,1,,,
3921,Barbara Presnell,1,,1,,,
3922,A. Prevett,1,,,,,1
3923,Zana Previti,1,,1,,,
3924,Karisma Price,3,,,1,,2
3925,Joy Priest,6,,1,2,1,2
3926,Kimberly Ann Priest,2,,1,1,,
3927,Rena Priest,2,,1,,,1
3928,Jana Prikryl,2,,,2,,
3929,Diane di Prima,2,,,,2,
3930,Gretchen Primack,1,,1,,,
3931,Katie Prince,1,,1,,,
3932,Alison Prine,3,,2,,,1
3933,Donna Prinzmetal,2,,2,,,
3934,Isabel Prioleau,1,,,,,1
3935,Michael Prior,4,,2,2,,
3936,Norman H. Pritchard,1,,,1,,
3937,Nate Pritts,7,,7,,,
3938,Meghan Privitello,1,,1,,,
3939,Jean Prokott,1,,1,,,
3940,Laura Van Prooyen,3,,3,,,
3941,Ines P. Rivera Prosdocimi,2,,1,1,,
3942,Bonnie Proudfoot,2,,2,,,
3943,Kevin Prufer,9,,5,3,,1
3944,Ana Pugatch,1,,,1,,
3945,Christina Pugh,2,,2,,,
3946,Shelley Puhak,2,,1,1,,
3947,Jayne Pupek,1,,1,,,
3948,Brontez Purnell,1,,,1,,
3949,Lia Purpura,2,,,1,,1
3950,Koleka Putuma,1,,,,,1
3951,Yousif M. Qasmiyeh,1,,,1,,
3952,Qhali,1,,,1,,
3953,Cleo Qian,1,,,1,,
3954,Xin Qiji,1,,,1,,
3955,Mary Quade,1,,1,,,
3956,Alissa Quart,1,,1,,,
3957,Salvatore Quasimodo,1,,,1,,
3958,Marie de Quatrebarbes,1,,,1,,
3959,Michael Quattrone,1,,1,,,
3960,Khadijah Queen,1,,1,,,
3961,Maggie Queeney,2,,,,,2
3962,Ruben Quesada,1,,,,,1
3963,James Kelly Quigley,1,,,,,1
3964,Carol Quinn,1,,1,,,
3965,Hajara Quinn,1,,,,1,
3966,Peg Quinn,1,,1,,,
3967,Paige Quiñones,1,,1,,,
3968,Octavio Quintanilla,3,,2,1,,
3969,Danni Quintos,1,,,,,1
3970,Shazea Quraishi,1,,,,1,
3971,Esther Ra,1,,1,,,
3972,Lawrence Raab,5,,2,1,2,
3973,Zara Raab,2,,2,,,
3974,Saara Myrene Raappana,1,,1,,,
3975,Nasser Rabah,2,,,2,,
3976,Elizabeth Raby,1,,1,,,
3977,Ellen Rachlin,1,,1,,,
3978,Ethel Rackin,3,,2,,,1
3979,David Radavich,1,,1,,,
3980,Dean Rader,5,,4,,,1
3981,Simone Muench & Dean Rader,1,,1,,,
3982,Kathleen Radigan,1,,1,,,
3983,Jeremy Radin,2,,,1,,1
3984,Stella Vinitchi Radulescu,4,,3,1,,
3985,Khalisa Rae,3,,1,,,2
3986,Charles Rafferty,11,,9,1,,1
3987,James Ragan,1,,1,,,
3988,Marc Rahe,2,,2,,,
3989,Rebecca Rainof,1,,,,,1
3990,Supritha Rajan,3,,1,1,,1
3991,A. K. Ramanujan,1,,,,1,
3992,Jody Rambo,3,,2,,1,
3993,Reyes Ramirez,1,,,1,,
3994,Bin Ramke,1,,,1,,
3995,Natasha Ramoutar,1,,,1,,
3996,Susan Blackwell Ramsey,1,,1,,,
3997,Doug Ramspeck,9,,9,,,
3998,Shalini Rana,1,,1,,,
3999,Jacques J. Rancourt,1,,,1,,
4000,SK Rancy,1,,1,,,
4001,Belle Randall,1,,1,,,
4002,Jessy Randall,2,,2,,,
4003,Julian Randall,3,,,1,,2
4004,Melissa Range,2,,1,,,1
4005,April Ranger,1,,,,,1
4006,Camille Rankine,4,,1,,1,2
4007,Claudia Rankine,2,,1,1,,
4008,Emily Ransdell,1,,1,,,
4009,Kathryn Rantala,1,,1,,,
4010,Natasha Rao,5,,,1,1,3
4011,Carolyn Raphael,1,,1,,,
4012,Adrienne Raphel,1,,1,,,
4013,Forrest Rapier,1,,1,,,
4014,Greg Rappleye,2,,2,,,
4015,Barbara Ras,3,,,,2,1
4016,Sara Abou Rashed,1,,,,,1
4017,Bill Rasmovicz,2,,2,,,
4018,Matt Rasmussen,2,,1,,,1
4019,Tyler Raso,1,,,1,,
4020,Chelsea Rathburn,4,,3,,,1
4021,Michael Rattee,1,,1,,,
4022,Katharine Rauk,1,,1,,,
4023,nat raum,1,,,,1,
4024,Sage Ravenwood,3,,3,,,
4025,Megan Denton Ray,1,,,,,1
4026,Ricky Ray,1,,1,,,
4027,Shann Ray,2,,2,,,
4028,Monica Raymond,1,,1,,,
4029,Laura Read,1,,,1,,
4030,Robin Reagler,1,,1,,,
4031,Brynne Rebele-Henry,1,,1,,,
4032,Remi Recchia,1,,1,,,
4033,m. s. RedCherries,1,,,1,,
4034,Yvonne Reddick,1,,,1,,
4035,Nancy Reddy,2,,2,,,
4036,Srikanth Reddy,2,,,2,,
4037,Victoria Redel,1,,,,,1
4038,Claudia Reder,1,,1,,,
4039,Glenis Redmond,2,,1,1,,
4040,Spencer Reece,3,,,3,,
4041,Justin Phillip Reed,1,,,,,1
4042,Michelle Reed,1,,1,,,
4043,C. Rees,1,,,,,1
4044,Elizabeth Rees,1,,1,,,
4045,Steven Reese,2,,2,,,
4046,Jennifer Reeser,1,,1,,,
4047,Phoebe Reeves,1,,1,,,
4048,Roger Reeves,7,,2,2,1,2
4049,Tony Reevy,1,,1,,,
4050,Candice Reffe,1,,1,,,
4051,Lotte Mitchell Reford,1,,,,,1
4052,Alexandra Lytton Regalado,1,,1,,,
4053,Padraig Regan,2,,,2,,
4054,Nicholas Regiacorte,1,,1,,,
4055,Pam Rehm,1,,,1,,
4056,William Reichard,1,,1,,,
4057,Bethany Reid,1,,1,,,
4058,Erica Reid,1,,,1,,
4059,Jasmine Reid,1,,,,,1
4060,Evelyn Reilly,1,,,1,,
4061,Jennifer Reimer,1,,,1,,
4062,Ariana Reines,2,,,1,,1
4063,Samantha Reiser,1,,1,,,
4064,James Reiss,1,,1,,,
4065,Murray Reiss,1,,1,,,
4066,Paisley Rekdal,7,,2,2,1,2
4067,Rebekah Remington,1,,1,,,
4068,John Repp,1,,1,,,
4069,Lawrence Revard,1,,1,,,
4070,Donald Revell,5,,3,2,,
4071,Pierre Reverdy,1,,,,1,
4072,Noʻu Revilla,2,,,1,1,
4073,Barbara Jane Reyes,2,,,1,,1
4074,Carlos Reyes,1,,1,,,
4075,Dimitri Reyes,2,,1,1,,
4076,José Edmundo Ocampo Reyes,1,,,,,1
4077,Chad Reynolds,1,,1,,,
4078,Christine Rhein,1,,1,,,
4079,Kathryn Rhett,1,,1,,,
4080,Lisa Rhoades,1,,1,,,
4081,Dennis Rhodes,1,,1,,,
4082,heidi andrea restrepo rhodes,3,,,1,,2
4083,J. Stephen Rhodes,1,,1,,,
4084,Suzanne Underwood Rhodes,1,,,1,,
4085,Brad Ricca,1,,1,,,
4086,Adrian Rice,1,,1,,,
4087,Jordan Rice,1,,1,,,
4088,Adrienne Rich,7,,,,5,2
4089,Susan Rich,4,,2,,,2
4090,Susanna Rich,1,,1,,,
4091,Katie Richards,1,,,1,,
4092,Marilee Richards,2,,1,1,,
4093,Cat Richardson,1,,,,,1
4094,James Richardson,4,,2,1,,1
4095,Peter Richardson,1,,1,,,
4096,Rachel Richardson,3,,2,,,1
4097,Frances Richey,1,,1,,,
4098,Susan Edwards Richmond,1,,1,,,
4099,Jennifer Richter,1,,1,,,
4100,Monica Rico,3,,,,,3
4101,Katherine Riegel,1,,1,,,
4102,Dan Rifenburgh,1,,1,,,
4103,Karen Rigby,1,,1,,,
4104,Sarah Riggs,1,,,1,,
4105,David Rigsbee,2,,2,,,
4106,Atsuro Riley,1,,,1,,
4107,Rainer Maria Rilke,9,,1,1,7,
4108,Monika Rinck,1,,1,,,
4109,Jayme Ringleb,2,,,1,,1
4110,Seán Ó. Ríordáin,1,,,1,,
4111,Karl Riordan,1,,1,,,
4112,Alberto Ríos,6,,2,1,,3
4113,Nick Ripatrazone,1,,1,,,
4114,M. P. Ritger,1,,1,,,
4115,Yannis Ritsos,4,,,2,,2
4116,Max Ritvo,2,,,,2,
4117,Sara Quinn Rivara,1,,1,,,
4118,David Rivard,1,,,,,1
4119,LM Rivera,1,,1,,,
4120,Joshua Rivkin,2,,1,1,,
4121,jess rizkallah,1,,,1,,
4122,Amy Roa,1,,1,,,
4123,Caitlin Roach,1,,,1,,
4124,Joshua Robbins,2,,2,,,
4125,Liz Robbins,2,,2,,,
4126,Ed Roberson,5,,,3,,2
